query	title	neg_title
(医护人员管理) Date:2016-2021	急诊医护人员疼痛管理知识和态度的现状及影响因素研究疼痛管理,急诊护理,影响因素,医护人员,护理管理	公共卫生应急管理中的医护人员充权问题探析公共卫生应急管理,医护人员,充权
如何在初中语文教学中提升学生的表达能力	如何在初中语文教学中提升学生的表达能力初中语文,表达能力,教学策略	初中语文教学中如何提升学生的表达能力初中语文教学,表达能力
:房地产企业涉税风险	房地产企业纳税筹划与风险控制问题的探讨风险控制,房地产企业,纳税筹划	新形势下房地产企业税收风险管理探析新形势,房地产,税务风险管理,对策
CD14细胞 结核	TP患者治疗前后胸腔积液中巨噬细胞及炎性细胞因子的改变结核性胸膜炎,巨噬细胞,极化,治疗,炎性细胞因子	利福喷丁与利福平治疗初治涂阳肺结核患者的有效性与安全性比较肺结核;利福喷丁;利福平;炎性因子;免疫功能
微量元素硒 动物繁殖	微量元素硒作为饲料添加剂在畜禽养殖中的应用微量元素硒,饲料添加剂,生物学功能,畜禽,养殖	有机硒的生物学功能及在畜牧领域的研究应用有机硒,生物学功能,畜牧应用
开放性股骨骨折	损伤控制骨科技术在严重多发伤合并骨折治疗中的应用多处创伤,损伤控制骨科,骨折	股骨骨折术后骨不连的危险因素分析股骨骨折,骨不连,危险因素,Logistic回归分析
光纤传感	光纤与光纤传感器光纤,光导纤维,光纤传感器	斜面透镜光纤在反射式光纤位移传感器中的应用斜面透镜光纤,单光纤对,调制特性函数,光纤位移传感器
手机在物理教学中的应用	浅谈手机拍照功能在应用光学课程教学中的应用应用光学,手机拍照,教学方法	高中物理集成电路教学拓展集成电路;数字电路;模拟电路
思政教育与大学英语课程	课程思政与立德树人内涵探索——以大学英语课程为例思政课程;课程思政;大学英语;立德树人;教材选择;教学指南	转变理念、重构内容,落实外语课程思政立德树人,课程思政,转变理念,重构内容,教材建设
风冷热泵	风冷模块机组部分负荷性能的试验研究空气源热泵,性能系数,部分负荷,并联压缩机,变频风机	喷雾冷却技术对建筑空调性能改善及适用性分析建筑空调;蒸发冷却;风冷热泵;能效比
银杏提取物 炎症	银杏叶提取物对血管性痴呆大鼠记忆力及GAT1、CREB表达的影响银杏叶提取物,血管性痴呆,海马组织,γ-氨基丁酸转运体-1,cAMP反应原件结合蛋白	银杏叶提取物拮抗哮喘大鼠气道炎症的机制探讨哮喘,银杏叶提取物,白细胞介素13,细胞间黏附分子1
(信息服务的发展) 题名:信息服务 Date:2000-2021	基于本体论和多主体的信息检索服务器本体论,主体,信息检索	财务共享服务下管理会计信息化有效实施策略管理会计信息化,财务共享服务,云计算
双特异性抗体	靶向免疫检查点的双特异性抗体在肿瘤治疗中的研究进展肿瘤,免疫检查点,双特异性抗体,分子靶向治疗	对双特异性抗体的制备和应用分析双特异性抗体,制备,实际应用
农业品牌价值	基于CARD模型安吉白茶区域公用品牌价值分析安吉白茶,CARD模型,品牌价值	基于CARD模型安吉白茶区域公用品牌价值分析安吉白茶,CARD模型,品牌价值
"(糖尿病) 关键词:""下肢血管病变"""	通络汤1号治疗糖尿病下肢血管病变临床观察血痹,脱疽,糖尿病下肢血管病变,痰瘀互结证,通络汤1号,中医药疗法	不同严重程度糖尿病足细菌感染特征与下肢血管病变及病情结局的关系糖尿病足;细菌感染;下肢血管病变
工业负荷 配电网影响	考虑电动汽车入网辅助服务的配电网日前调度策略电动汽车,物联网,日前调度,汽车入网辅助服务,双层优化	计及负荷特性的配电网多时间尺度电压控制及协调修正多时间尺度,负荷特性,光伏无功成本,电压控制,协调修正
动物解剖学	三明治教学法在《动物解剖学》实验教学中的应用三明治教学法;动物解剖学;实验教学;教学方法	基于MOOC的动物解剖学课程教学模式改革MOOC平台,动物解剖学课程,教学模式
晚清厘金制度	晚清厘金制度起源路径新论晚清,江苏省,厘金制度,起源	厘金制度变迁的利益集团分析厘金,利益集团,制度变迁
食管裂孔疝	胃食管反流病合并食管裂孔疝的内镜及腹腔镜治疗进展胃食管反流病,食管裂孔疝,胃底折叠术,内镜,腹腔镜,综述	重视疝和腹壁外科疾病规范化治疗疝,无张力修补术,腹壁缺损
人类命运共同体内涵	“人类命运共同体”:理论本质、基本内涵与中国特色人类命运共同体,国际主义,理论本质,基本内涵,中国特色	“人类命运共同体”:理论本质、基本内涵与中国特色人类命运共同体,国际主义,理论本质,基本内涵,中国特色
明清山水画	"从""四王""绘画看明清中国文人山水画的风景美学观中国画,""四王""绘画,明清文人,山水画,风景美学"	中国古代山水画的诗画合璧山水画,题画诗,诗画合璧
(((财务风险) 关键词:多元化投资 ) ) ) Date:2017-2022	论企业财务风险的防范与控制企业,财务风险,成因,防范	国有企业产业投资基金运作模式初探国有企业,产业投资基金
女性视角	"""话语""结构与性别政治--女性主义叙事学""话语""研究评介女性主义叙事学,话语结构,性别政治"	管理防御视角下的CFO背景特征与会计政策选择——来自资产减值计提的经验证据管理防御,背景特征,会计政策选择,资产减值
中国电影未来发展	中国电影编剧行业的现状和发展研究中国电影;电影编剧;编剧行业	"从制片营销策略看中国主流商业电影""走出去""中国主流商业电影,制片策略,营销策略,""走出去"""
椒盐噪声去除	双加权Lp范数RPCA模型及其在椒盐去噪中的应用图像去噪,鲁棒主成分分析,低秩,稀疏,非局部自相似性	基于改进的小波阈值图像去噪算法小波阈值函数,峰值信噪比,均方根误差,自适应中值滤波
((国内耕地保护) ) 题名:耕地保护 Date:2016-2021	论我国耕地保护的意义及措施耕地,保护,措施	土地产权稳定性对农户耕地质量保护行为影响综述土地生态环境,土地产权稳定性,综述,耕地质量保护,承包权稳定,经营权稳定
蚯蚓养殖技术	红蚯蚓养殖技术红蚯蚓,养殖技术,雌性生殖器官,雄性生殖器官,性成熟期,生产项目,人工养殖,雌雄同体	蚯蚓养殖技术与加工利用蚯蚓,太平二号,养殖技术,加工技术,综合利用
神光靶室	神光Ⅱ升级装置中靶场桁架的结构稳定性高功率激光,靶场桁架,结构稳定性,有限元方法	"单光子发射计算机断层显像对自制注射用神经生长因子-脂质体脑靶向性研究脂质体,单光子发射计算机断层显像,靶向性,血脑屏障
"
本雅明和新媒体	探析媒体融合趋势下新媒体发展的路径媒体融合,新媒体,发展,路径研究	以校园文化建设为载体推进高校传媒专业实践育人体系研究校园文化,传媒专业,实践育人,思想政治工作
神经外科高龄手术护理	高龄患者慢性硬膜下血肿手术治疗的护理体会高龄,慢性硬膜下血肿,钻孔引流,护理	集束化综合护理预防lCU高龄神经外科手术患者术后焦虑、抑郁的效果观察集束化综合护理,ICU神经外科手术,高龄患者,焦虑,抑郁
社会组织 居家养老 困境	社区居家养老服务困境与多元共治发展路径--基于武汉七个城市社区的调查社区居家养老,养老设施,养老服务,福利多元	"失能半失能老人居家养老的社会支持体系研究失能半失能,居家养老,社会支持
"
小学语文导学单	论导学案在小学语文教学中的应用导学案;小学语文;教学应用	"""三析""课后练习落实语文要素——以统编教科书小学语文五年级下册第八单元教学为例语文要素;课后练习;语文"
农村电商扶贫的发展现状	乡村振兴视角下湛江市农村电商的发展现状及对策湛江市,农村电商,乡村振兴,电商扶贫	武陵山片区农村电商扶贫的现状及发展策略研究农村电商,电商扶贫,现状,发展策略
汽车尾气用催化剂制备	汽车尾气净化用多孔氧化铝陶瓷制备技术研究进展汽车尾气,催化剂载体,PAC,制备工艺,进展分析	锰铈改性对Pt/BaCO3/Al2O3催化剂NOx存储性能的影响非化学计量氧化物;NOx存储;稀燃工况;汽车尾气净化催化剂
桐乡市第一人民医院      章瑾瑜	阿托伐他汀、辅酶Q10联合治疗冠心病早期心功能减退患者的临床研究阿托伐他汀,辅酶Q10,冠心病,心功能	血清炎症因子对冠心病患者的影响与临床治疗研究冠心病,血清炎症因子,曲美他嗪,阿托伐他汀
克隆 伦理	关于克隆人的伦理分析克隆技术,克隆人,伦理,科学	克隆人技术伦理根基之思考克隆人技术,伦理问题,知情同意
(生物质能源) Date:2010-2021	碳中和愿景下中国电力部门的生物质能源技术部署战略研究碳中和,电力部门,生物质能源,低碳转型	空气源热泵烤房与生物质新能源烤房对烤后烟叶经济效益的影响烤烟,空气源热泵烤房,生物质新能源烤房,经济效益
作者:丁娴	盐酸氢吗啡酮静脉自控镇痛对腹腔镜肾癌术后应激指标、炎性因子的影响盐酸氢吗啡酮,吗啡,腹腔镜,肾癌	顺尔宁联合甲基泼尼松龙治疗支原体肺炎疗效及炎症反应、外周血淋巴细胞亚群含量的评估支原体肺炎,顺尔宁,糖皮质激素,炎症反应,免疫应答
蛹虫草皂苷	蛹虫草固态发酵转化西洋参中人参皂苷的研究蛹虫草,西洋参,发酵转化,人参皂苷	参草菌质的发酵工艺研究双向固体发酵,人参,蛹虫草菌,人参皂苷
JAVA发展	探析JAVA编程语言在计算机软件开发中的应用JAVA编程语言,计算机,软件开发	计算机专业课程教学的思政融合路径探索课程思政,计算机专业,教学,改革
双下肢血栓	妇科手术后下肢深静脉血栓特点及引发肺栓塞的因素研究妇科手术;深静脉血栓形成;肺栓塞	预防性护理联合Autar风险评估对髋部骨折术后患者深静脉血栓发生率的影响预防性护理,Autar风险评估,髋部骨折术,深静脉血栓
尾菜饲料化	白菜尾菜青贮饲料化利用品质分析白菜尾菜,青贮,饲料	尾菜制作青贮饲料技术要点尾菜,青贮饲料,制作
啤酒污泥堆肥对苹果	啤酒污泥堆肥不同施用方式对苹果苗生长和生理特性的影响啤酒污泥堆肥,苹果,生长,生理特性,根系形态	不同有机堆肥对土壤性状及微生物生物量的影响有机堆肥,土壤性状,土壤微生物生物量,土壤持水量,土壤呼吸
郭鑫  天津	参苓白术散加减治疗脾虚湿蕴型亚急性湿疹临床疗效及对炎症因子和外周血T淋巴细胞亚群的影响参苓白术散,湿疹,脾虚湿蕴型,炎症因子,T淋巴细胞亚群	"肝脏囊性病变的发生机制及影像学诊断肝脏囊性病变,体层摄影技术,磁共振成像,影像学征象
"
李宁财务分析	李宁体育存货管理存在的问题及建议李宁体育,存货管理,转型	综合化管理在医院财务科中的应用综合化管理医院财务科;应用和对策
慢性根尖周炎	感染根管预备后根管内细菌种类和数量的变化细菌,根管预备,逐步后退法,超声冲洗	iRoot SP一次性根管治疗前牙窦道型慢性根尖周炎疗效观察iRootSP,一次性根管治疗,慢性窦道型根尖周炎
电气自动化社会责任	高校电气自动化技术专业课程教学改革思考电气自动化,专业课程,教学改革	探讨建筑电气自动化系统安装需注意的问题建筑工程,电气自动化,安装
代孕法律规制	代孕协议法律规制之我见——以代孕双方权利义务为中心代孕协议,法律规制,权利义务	我国代孕行为法律规制研究代孕行为,立法,可能性,必要性,法律规制
(主题公园的发展) 关键词:主题乐园	国色天乡主题游乐园的可持续发展分析——基于市场营销策略国色天乡,游乐园,分析	主题公园发展的战略性趋势研究战略趋势,演进路径,动力机制,主题公园
